nu (GHz),0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.25,6.5,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5,8.75,9.0,9.25,9.5,9.75,10.0
3.6,203.129,203.491,203.867,204.258,204.662,205.08,205.513,205.96,206.422,206.899,207.389,207.894,208.414,208.948,209.496,210.058,210.635,211.226,211.831,212.451,213.085,213.733,214.395,215.072,215.763,216.468,217.187,217.92,218.668,219.43,220.206,220.996,221.8,222.618,223.45,224.297,225.157,226.032,226.92,227.823,228.739
3.7,205.127,205.513,205.913,206.329,206.759,207.204,207.665,208.141,208.632,209.139,209.661,210.198,210.75,211.318,211.9,212.498,213.111,213.739,214.382,215.04,215.713,216.401,217.105,217.823,218.556,219.305,220.068,220.847,221.64,222.448,223.272,224.11,224.963,225.831,226.713,227.611,228.524,229.451,230.393,231.35,232.322
3.8,207.12,207.531,207.957,208.399,208.857,209.33,209.82,210.326,210.849,211.387,211.941,212.512,213.098,213.7,214.319,214.953,215.604,216.27,216.953,217.651,218.365,219.095,219.841,220.603,221.381,222.174,222.983,223.808,224.649,225.506,226.378,227.266,228.17,229.09,230.025,230.976,231.943,232.925,233.923,234.936,235.965
3.9,209.109,209.546,210.0,210.47,210.956,211.459,211.98,212.517,213.071,213.643,214.231,214.836,215.459,216.098,216.754,217.427,218.116,218.823,219.546,220.286,221.043,221.816,222.607,223.414,224.238,225.078,225.935,226.809,227.699,228.606,229.529,230.469,231.426,232.399,233.389,234.395,235.417,236.456,237.512,238.584,239.672
4.0,211.095,211.559,212.041,212.54,213.057,213.591,214.144,214.714,215.302,215.908,216.532,217.174,217.834,218.511,219.206,219.919,220.65,221.398,222.164,222.948,223.749,224.568,225.404,226.258,227.13,228.019,228.926,229.85,230.792,231.751,232.728,233.722,234.733,235.762,236.808,237.871,238.952,240.05,241.165,242.298,243.448
4.1,213.077,213.57,214.082,214.612,215.161,215.728,216.314,216.919,217.542,218.185,218.846,219.526,220.225,220.943,221.679,222.434,223.207,223.999,224.81,225.639,226.486,227.352,228.237,229.14,230.062,231.002,231.96,232.937,233.932,234.946,235.977,237.027,238.096,239.182,240.287,241.41,242.551,243.711,244.888,246.084,247.297
4.2,215.056,215.58,216.123,216.686,217.268,217.87,218.491,219.133,219.794,220.474,221.175,221.895,222.635,223.394,224.174,224.972,225.79,226.628,227.485,228.362,229.258,230.174,231.109,232.063,233.037,234.03,235.042,236.074,237.124,238.194,239.284,240.392,241.52,242.666,243.832,245.017,246.221,247.444,248.686,249.947,251.227
4.3,217.032,217.588,218.166,218.763,219.38,220.018,220.677,221.357,222.058,222.779,223.521,224.283,225.066,225.87,226.694,227.539,228.404,229.29,230.196,231.122,232.069,233.036,234.024,235.032,236.06,237.108,238.177,239.266,240.375,241.504,242.653,243.822,245.012,246.221,247.45,248.7,249.969,251.258,252.567,253.896,255.245
4.4,219.005,219.596,220.209,220.844,221.499,222.176,222.874,223.595,224.337,225.101,225.886,226.693,227.522,228.372,229.244,230.137,231.052,231.988,232.945,233.924,234.924,235.946,236.989,238.053,239.138,240.244,241.372,242.52,243.69,244.881,246.093,247.326,248.579,249.854,251.15,252.466,253.804,255.162,256.541,257.941,259.361
4.5,220.975,221.605,222.256,222.929,223.625,224.343,225.084,225.847,226.634,227.443,228.275,229.129,230.006,230.906,231.828,232.772,233.739,234.728,235.74,236.774,237.83,238.909,240.01,241.133,242.278,243.445,244.634,245.846,247.079,248.335,249.612,250.911,252.233,253.576,254.941,256.327,257.736,259.166,260.618,262.092,263.587
4.6,222.944,223.613,224.306,225.021,225.76,226.522,227.309,228.119,228.953,229.81,230.691,231.596,232.524,233.476,234.452,235.45,236.473,237.518,238.587,239.68,240.795,241.934,243.096,244.281,245.489,246.721,247.975,249.252,250.553,251.876,253.222,254.592,255.983,257.398,258.836,260.296,261.779,263.285,264.813,266.364,267.938
4.7,224.91,225.623,226.36,227.122,227.907,228.717,229.552,230.412,231.297,232.206,233.14,234.099,235.082,236.09,237.122,238.179,239.26,240.366,241.495,242.65,243.828,245.031,246.257,247.508,248.783,250.082,251.405,252.752,254.123,255.518,256.937,258.38,259.846,261.336,262.85,264.388,265.949,267.534,269.142,270.774,272.43
4.8,226.875,227.636,228.421,229.232,230.068,230.93,231.818,232.732,233.671,234.636,235.627,236.644,237.686,238.754,239.847,240.966,242.11,243.279,244.474,245.694,246.94,248.21,249.506,250.827,252.173,253.543,254.939,256.36,257.806,259.276,260.772,262.292,263.837,265.406,267.001,268.62,270.263,271.931,273.624,275.341,277.082
4.9,228.838,229.651,230.49,231.355,232.247,233.165,234.11,235.082,236.081,237.107,238.159,239.239,240.344,241.477,242.636,243.821,245.033,246.271,247.535,248.826,250.143,251.486,252.855,254.25,255.672,257.119,258.592,260.091,261.616,263.167,264.744,266.346,267.974,269.627,271.307,273.012,274.742,276.498,278.279,280.086,281.918
5.0,230.8,231.67,232.567,233.492,234.444,235.424,236.432,237.468,238.532,239.624,240.743,241.89,243.065,244.267,245.496,246.753,248.038,249.35,250.689,252.055,253.449,254.87,256.317,257.792,259.294,260.823,262.378,263.961,265.57,267.206,268.869,270.558,272.274,274.017,275.786,277.582,279.404,281.252,283.127,285.028,286.956
5.1,232.76,233.693,234.655,235.646,236.664,237.712,238.788,239.894,241.028,242.191,243.383,244.604,245.853,247.13,248.436,249.771,251.134,252.525,253.944,255.392,256.867,258.371,259.903,261.462,263.05,264.666,266.309,267.98,269.679,271.405,273.16,274.941,276.75,278.587,280.452,282.343,284.262,286.208,288.182,290.183,292.211
5.2,234.719,235.722,236.754,237.816,238.907,240.028,241.179,242.36,243.57,244.811,246.081,247.381,248.71,250.069,251.457,252.874,254.321,255.796,257.302,258.836,260.399,261.991,263.612,265.262,266.941,268.648,270.385,272.15,273.943,275.766,277.616,279.495,281.403,283.339,285.303,287.296,289.317,291.366,293.443,295.549,297.682
